date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude
July-29-2019,condo,107 Grozier Rd #107,Cambridge,02138,951000,3,2,Cambridge,1202,,1927,210,http://www.redfin.com/MA/Cambridge/107-Grozier-Rd-02138/unit-107/home/167083892,72517391,42.3809026,-71.1421826
July-29-2019,condo,626 Huron Ave #1,Cambridge,02138,760000,2,1,Cambridge,968,,1914,153,http://www.redfin.com/MA/Cambridge/626-Huron-Ave-02138/unit-1/home/101678844,72520898,42.379461,-71.1508476
July-29-2019,condo,9 Medford St #514,Somerville,02143,944000,2,2,Somerville,1140,,1916,831,http://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-514/home/167040779,72513014,42.3742011,-71.0868252
July-29-2019,condo,16 Alberta Ter #1,Cambridge,02140,625442,2,1,Cambridge,970,,1910,200,http://www.redfin.com/MA/Cambridge/16-Alberta-Ter-02140/unit-1/home/11581451,72517013,42.3966066,-71.1303014
July-29-2019,condo,24 Cameron Ave #2,Cambridge,02140,680000,2,1,Cambridge,762,,1893,275,http://www.redfin.com/MA/Cambridge/24-Cameron-Ave-02140/unit-2/home/11579527,72521490,42.398046,-71.1291584
July-29-2019,condo,199 Prospect St Unit A,Cambridge,02139,369900,1,1,Inman Square,379,,1905,118,http://www.redfin.com/MA/Cambridge/199-Prospect-St-02139/unit-A/home/110093910,72488340,42.3703535,-71.100497
July-29-2019,townhouse,72 Harvey St #72,Cambridge,02140,1310000,3,2,Cambridge,1846,,2011,150,http://www.redfin.com/MA/Cambridge/72-Harvey-St-02140/unit-72/home/167031254,72512452,42.397164,-71.132578
July-3-2019,condo,15 Upland Rd #1,Cambridge,02140,660000,2,1,Cambridge,869,,1900,275,http://www.redfin.com/MA/Cambridge/15-Upland-Rd-02140/unit-1/home/11596499,72501138,42.3882924,-71.1202187
July-3-2019,condo,205 Richdale Ave Unit A-12,Cambridge,02140,1160000,3,2.5,Cambridge,1689,,1988,637,http://www.redfin.com/MA/Cambridge/205-Richdale-Ave-02140/unit-A-12/home/162327950,72483227,42.3897132,-71.1285354
July-3-2019,multifamily,10-12 Ashton Pl,Cambridge,02138,3200000,5,5,Harvard Square,3111,3250,1894,,http://www.redfin.com/MA/Cambridge/10-Ashton-Pl-02138/home/11572474,72163690,42.376096,-71.1115455
July-3-2019,multifamily,1612 Cambridge St,Cambridge,02138,1320000,5,2,Mid Cambridge,2250,1654,1886,,http://www.redfin.com/MA/Cambridge/1612-Cambridge-St-02138/home/11571478,72500543,42.3745933,-71.1088677
July-30-2019,condo,4 Washington Ave #18,Cambridge,02140,620000,1,1,Avon Hill,607,,1930,264,http://www.redfin.com/MA/Cambridge/4-Washington-Ave-02140/unit-18/home/11585357,72496487,42.3842149,-71.1222682
July-30-2019,condo,1 Earhart St #706,Cambridge,02141,800000,1,1.5,East Cambridge,954,,2006,697,http://www.redfin.com/MA/Cambridge/1-Earhart-St-02141/unit-706/home/28439755,72514291,42.3710291,-71.0742575
July-30-2019,condo,1572 Massachusetts Ave #34,Cambridge,02138,706000,1,1,Harvard Square,606,,1850,374,http://www.redfin.com/MA/Cambridge/1572-Massachusetts-Ave-02138/unit-34/home/11575991,72512425,42.378766,-71.1205675
July-30-2019,condo,417 Putnam Ave #1,Cambridge,02139,1300000,3,2.5,Cambridge,1952,,1902,195,http://www.redfin.com/MA/Cambridge/417-Putnam-Ave-02139/unit-1/home/84708203,72514008,42.359522,-71.1120347
July-31-2019,condo,130 Mount Auburn St #406,Cambridge,02138,930000,1,1,Harvard Square,794,,1985,661,http://www.redfin.com/MA/Cambridge/130-Mt-Auburn-St-02138/unit-406/home/11575498,72499657,42.3730727,-71.1242535
July-31-2019,condo,1 Aberdeen Way #206,Cambridge,02138,580000,1,1,West Cambridge,768,,1960,359,http://www.redfin.com/MA/Cambridge/1-Aberdeen-Way-02138/unit-206/home/11604515,72457797,42.3775873,-71.147801
July-31-2019,condo,1600 Massachusetts Ave #302,Cambridge,02138,905000,2,1.5,Harvard Square,915,,1982,401,http://www.redfin.com/MA/Cambridge/1600-Massachusetts-Ave-02138/unit-302/home/11576576,72517730,42.377917,-71.1204142
July-31-2019,condo,655 Concord Ave #202,Cambridge,02138,699000,3,2,Cambridge,1356,,1996,511,http://www.redfin.com/MA/Cambridge/655-Concord-Ave-02138/unit-202/home/11595839,72513140,42.3902094,-71.148815
July-31-2019,condo,1 Earhart St #103,Cambridge,02141,830000,1,1.5,East Cambridge,935,,2006,689,http://www.redfin.com/MA/Cambridge/1-Earhart-St-02141/unit-103/home/28439440,72485228,42.3710291,-71.0742575
July-31-2019,singlefamily,30 Bellis Cir,Cambridge,02140,750000,4,2,North Cambridge,1624,2345,1894,,http://www.redfin.com/MA/Cambridge/30-Bellis-Cir-02140/home/11594369,72485009,42.3900438,-71.1339665
July-31-2019,singlefamily,12 Dinsmore Ct,Cambridge,02138,3150000,4,3.5,Harvard Square,2960,2109,1873,,http://www.redfin.com/MA/Cambridge/12-Dinsmore-Ct-02138/home/11587304,72508382,42.3749564,-71.129046
July-31-2019,singlefamily,8 Willard St,Cambridge,02138,3650000,6,4,Old Cambridge National Register district,4341,8000,1765,,http://www.redfin.com/MA/Cambridge/8-Willard-St-02138/home/11587100,72487222,42.3759532,-71.1278159
July-31-2019,townhouse,47 Lopez St #2,Cambridge,02139,650000,2,1,Cambridge,897,,1974,408,http://www.redfin.com/MA/Cambridge/47-Lopez-St-02139/unit-2/home/55737176,72455694,42.3617139,-71.1048137
July-31-2019,townhouse,39 Hammond St #1,Cambridge,02138,2750000,3,3.5,Cambridge,2806,,1920,600,http://www.redfin.com/MA/Cambridge/39-Hammond-St-02138/unit-1/home/147521357,72522621,42.3809701,-71.1148878
July-8-2019,condo,3 Donnell St #2,Cambridge,02138,760000,2,1,West Cambridge,938,,1927,275,http://www.redfin.com/MA/Cambridge/3-Donnell-St-02138/unit-2/home/77507631,72508505,42.383646,-71.1327142
July-8-2019,condo,56 Elm St #1,Cambridge,02139,891000,2,2,Cambridge,1245,,1945,206,http://www.redfin.com/MA/Cambridge/56-Elm-St-02139/unit-1/home/11601401,72487354,42.3684367,-71.0978826
July-8-2019,townhouse,3 Saville St #0,Cambridge,02138,1250000,3,1,Cambridge,1805,,1910,125,http://www.redfin.com/MA/Cambridge/3-Saville-St-02138/unit-3/home/161048573,72476270,42.3829144,-71.1335023
July-9-2019,condo,2 Earhart St #607,Cambridge,02141,710000,1,1,Cambridge,746,,2006,599,http://www.redfin.com/MA/Cambridge/2-Earhart-St-02141/unit-607/home/28439724,72500395,42.3710164,-71.0742685
July-9-2019,condo,56 Matignon Rd #56,Cambridge,02140,1200000,4,3,Cambridge,2109,,1928,275,http://www.redfin.com/MA/Cambridge/56-Matignon-Rd-02140/unit-56/home/164421043,72490440,42.4020729,-71.133363
July-9-2019,condo,28 Essex St #4,Cambridge,02139,1445000,4,2,Central Square,1306,,1900,334,http://www.redfin.com/MA/Cambridge/28-Essex-St-02139/unit-4/home/19003205,72507952,42.3663916,-71.1016625
June-25-2019,condo,169 Monsignor Obrien Hwy #802,Cambridge,02141,700000,2,2,East Cambridge,977,,1930,756,http://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-802/home/11600868,72502277,42.3718074,-71.0775304
June-25-2019,condo,240 Concord Ave #3,Cambridge,02138,775000,2,2,Cambridge,1056,,1906,408,http://www.redfin.com/MA/Cambridge/240-Concord-Ave-02138/unit-3/home/11589372,72516319,42.3828248,-71.1323943
June-25-2019,condo,178-180 Fayerweather #1,Cambridge,02138,938000,2,2,Neighborhood 9,1500,,1911,226,http://www.redfin.com/MA/Cambridge/178-Fayerweather-St-02138/unit-1/home/39915408,72501456,42.3853449,-71.1346016
June-26-2019,condo,18 Tufts St #5,Cambridge,02139,1175000,3,3,Cambridgeport,1316,,1920,169,http://www.redfin.com/MA/Cambridge/18-Tufts-St-02139/unit-5/home/160501924,72455090,42.3572171,-71.1115934
